group_topic,final_location,tweet_count,account_count,temp_counts,temp_percentages
storm,britain,3,2,"{'cold': 2, 'very cold': 1}","{'cold': '2 (66.7%)', 'very cold': '1 (33.3%)'}"
polarvortex,canada,3,1,{'cold': 3},{'cold': '3 (100.0%)'}
"polarvortex, ssw",france,3,2,"{'mild/not relevant': 2, 'cold': 1}","{'mild/not relevant': '2 (66.7%)', 'cold': '1 (33.3%)'}"
beastfromtheeast,norway,3,2,{'cold': 3},{'cold': '3 (100.0%)'}
beastfromtheeast,ireland,3,2,{'cold': 3},{'cold': '3 (100.0%)'}
"polarvortex, beastfromtheeast",Unknown,3,1,{'cold': 3},{'cold': '3 (100.0%)'}
ssw,ireland,3,2,"{'cold': 2, 'mild/not relevant': 1}","{'cold': '2 (66.7%)', 'mild/not relevant': '1 (33.3%)'}"
"pv, blocking",croatia,3,2,{'mild/not relevant': 3},{'mild/not relevant': '3 (100.0%)'}
"cold, snow, air",south west,3,1,{'cold': 3},{'cold': '3 (100.0%)'}
"snow, cold, uksnow",anomaly,3,3,{'cold': 3},{'cold': '3 (100.0%)'}
"cold, snow, air",america,3,2,"{'cold': 2, 'mild/not relevant': 1}","{'cold': '2 (66.7%)', 'mild/not relevant': '1 (33.3%)'}"
blocking,la,3,1,"{'cold': 2, 'mild/not relevant': 1}","{'cold': '2 (66.7%)', 'mild/not relevant': '1 (33.3%)'}"
"pv, polarvortex",united kingdom,3,1,"{'mild/not relevant': 2, 'cold': 1}","{'mild/not relevant': '2 (66.7%)', 'cold': '1 (33.3%)'}"
"snow, cold, uksnow",belgium,3,3,"{'cold': 2, 'very cold': 1}","{'cold': '2 (66.7%)', 'very cold': '1 (33.3%)'}"
"cold, snow, z",russia,3,3,"{'mild/not relevant': 2, 'very cold': 1}","{'mild/not relevant': '2 (66.7%)', 'very cold': '1 (33.3%)'}"
"storm, ssw",united states,3,3,"{'cold': 2, 'mild/not relevant': 1}","{'cold': '2 (66.7%)', 'mild/not relevant': '1 (33.3%)'}"
nao,sweden,3,3,{'mild/not relevant': 3},{'mild/not relevant': '3 (100.0%)'}
blocking,spain,3,2,"{'cold': 2, 'mild/not relevant': 1}","{'cold': '2 (66.7%)', 'mild/not relevant': '1 (33.3%)'}"
storm,bahamas,2,1,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
"polarvortex, storm",Unknown,2,2,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
beastfromtheeast,uk,2,1,{'cold': 2},{'cold': '2 (100.0%)'}
beastfromtheeast,switzerland,2,2,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
ssts,united kingdom,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
storm,austria,2,2,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"polarvortex, ssw",russia,2,1,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
"snow, cold, uksnow",north west,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
"snow, cold, uksnow",southern county,2,2,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"pv, polarvortex, ssw",Unknown,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
"pv, storm",united states,2,2,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
"polarvortex, nao",germany,2,1,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
ssts,sweden,2,1,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
ssts,norway,2,2,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
storm,colorado,2,2,{'very cold': 2},{'very cold': '2 (100.0%)'}
ssw,albania,2,1,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"pv, polarvortex",alaska,2,1,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
pv,lithuania,2,1,"{'hot': 1, 'mild/not relevant': 1}","{'hot': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"pv, nao, blocking",Unknown,2,1,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
"pv, nao",united states,2,2,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
blocking,austria,2,1,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"snow, cold, uksnow","england, scotland",2,2,{'cold': 2},{'cold': '2 (100.0%)'}
"winter, cold, weather",liechtenstein,2,2,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"blocking, nao",iceland,2,2,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
"snow, cold, uksnow",florida,2,1,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"pv, polarvortex",eurasia,2,1,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"pv, blocking",norway,2,1,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"pv, blocking",germany,2,1,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"pv, ssw",turkey,2,2,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"blocking, nao",norway,2,2,"{'mild/not relevant': 1, 'very cold': 1}","{'mild/not relevant': '1 (50.0%)', 'very cold': '1 (50.0%)'}"
ssw,switzerland,2,2,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
"winter, cold, weather",japan,2,2,"{'cold': 1, 'hot': 1}","{'cold': '1 (50.0%)', 'hot': '1 (50.0%)'}"
"winter, cold, weather",lithuania,2,1,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
"winter, cold, weather",texas,2,2,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
ssw,anomaly,2,1,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
"winter, cold, weather",slovenia,2,2,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"snow, cold, uksnow",greece,2,2,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"pv, polarvortex",netherlands,2,1,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
"winter, cold, weather",florida,2,2,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
"snow, cold, uksnow",bluerain,2,1,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
pv,meteomark judah,2,1,{'hot': 2},{'hot': '2 (100.0%)'}
"snow, cold, uksnow","scotland, scotland",2,2,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"winter, cold, weather",el nino,2,2,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"cold, snow, z",spain,2,2,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
"cold, snow, air",alaska,2,1,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
"nao, ssw",united kingdom,2,2,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
storm,monaco,2,2,"{'very cold': 1, 'cold': 1}","{'very cold': '1 (50.0%)', 'cold': '1 (50.0%)'}"
storm,nicaragua,2,1,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
nao,uk,2,2,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
storm,"palm beach, vero beach",2,1,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
storm,panama city,2,1,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
storm,russia,2,1,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
nao,albania,2,1,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
"cold, snow, air",canada,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
"winter, cold, weather",albania,2,2,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"cold, snow, air",east west,2,1,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
northerly,uk,2,2,"{'mild/not relevant': 1, 'very cold': 1}","{'mild/not relevant': '1 (50.0%)', 'very cold': '1 (50.0%)'}"
"cold, snow, air",finland,2,1,"{'mild/not relevant': 1, 'very cold': 1}","{'mild/not relevant': '1 (50.0%)', 'very cold': '1 (50.0%)'}"
"cold, snow, air",jetstream,2,2,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
"cold, snow, z",lithuania,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
"cold, snow, z",liechtenstein,2,1,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
storm,switzerland,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
"cold, snow, air",liechtenstein,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
"cold, snow, air",lithuania,2,2,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
"cold, snow, z",england,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
"storm, ssts",Unknown,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
"cold, snow, air","west palm beach, vero beach",2,1,{'mild/not relevant': 2},{'mild/not relevant': '2 (100.0%)'}
"cold, snow, air",ukraine,2,2,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
storm,italy,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
nao,netherlands,2,1,"{'hot': 1, 'mild/not relevant': 1}","{'hot': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
"blocking, ssw",norway,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
storm,georgia,2,1,"{'cold': 1, 'mild/not relevant': 1}","{'cold': '1 (50.0%)', 'mild/not relevant': '1 (50.0%)'}"
polarvortex,eurasia,2,1,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
"winter, cold, weather",china,2,1,{'cold': 2},{'cold': '2 (100.0%)'}
polarvortex,austria,2,1,{'cold': 2},{'cold': '2 (100.0%)'}
storm,england,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
polarvortex,netherlands,2,2,"{'mild/not relevant': 1, 'cold': 1}","{'mild/not relevant': '1 (50.0%)', 'cold': '1 (50.0%)'}"
"blocking, ssw",croatia,2,2,{'cold': 2},{'cold': '2 (100.0%)'}
storm,"england south, scotland",1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
ssts,denmark,1,1,{'very cold': 1},{'very cold': '1 (100.0%)'}
"storm, ssts",norway,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"storm, ssw",england,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",springno,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"snow, cold, uksnow",𝐓𝐮𝐞𝐬𝐝𝐚𝐲,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,el nino,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
ssts,anomaly,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,"england, england",1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,south palm beach county,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",scotland,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
ssts,iceland,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"storm, ssw",slovenia,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,stormdiana,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather",canarywharf,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
ssts,eurasia,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,"stormciara, maine, canada",1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,vietnam,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,south west,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",san marino,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
ssts,ireland,1,1,{'hot': 1},{'hot': '1 (100.0%)'}
"snow, cold, uksnow",uk hill,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,hungary,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,taiwan,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
ssts,la,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"snow, cold, uksnow",sleetwet,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"snow, cold, uksnow",slovenia,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,ukraine,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",west europa,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"snow, cold, uksnow",south east,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"snow, cold, uksnow",south west,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,"uk, scotland",1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,"vongfong, japan",1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,west boca,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"snow, cold, uksnow",southwest county,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",ukraine,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,west downtown,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"snow, cold, uksnow",ssern county,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,yucatan,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"snow, cold, uksnow",tada,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"snow, cold, uksnow",texas,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,danielle,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,𝐌𝐢𝐜𝐡𝐚𝐞𝐥,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",u judah,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"storm, ssts",canada,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather","texas, texas",1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,texas,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather",england,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather",enso el nino srn,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather","america, anomaly",1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,albania,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather",poland,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
ssw,liechtenstein,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
ssw,lithuania,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,"hpa coast, massachusetts",1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,nevada,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",bsod,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,louisiana,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",kinlochewe,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,"america, north united",1,1,{'cold': 1},{'cold': '1 (100.0%)'}
ssw,nowjudah,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,lithuania,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
ssw,sweden,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,america,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",jerusalem,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,jetstream,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,"japan, south korea",1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather",bang,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,"japan, japan",1,1,{'cold': 1},{'cold': '1 (100.0%)'}
ssw,turkey,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather",britain,1,1,{'very cold': 1},{'very cold': '1 (100.0%)'}
"winter, cold, weather",italy,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
ssw,uk,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",belarus,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",belgium,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,hurricanefiona,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather",bosnia and herzegovina,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,north broward county,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
ssw,iceland,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,north carolina,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",dinsdag,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather",north macedonia,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
ssts,russia,1,1,{'hot': 1},{'hot': '1 (100.0%)'}
ssts,scotland,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
storm,south carolina,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",europe,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,"somalia, yemen",1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather",anomaly large region,1,1,{'hot': 1},{'hot': '1 (100.0%)'}
storm,poland,1,1,{'cold': 1},{'cold': '1 (100.0%)'}
"winter, cold, weather",malta,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"winter, cold, weather","europerussia, uk",1,1,{'cold': 1},{'cold': '1 (100.0%)'}
storm,hong kong,1,1,{'mild/not relevant': 1},{'mild/not relevant': '1 (100.0%)'}
"snow, cold, uksnow","scotland, scotland, uk",1,1,{'cold': 1},{'cold': '1 (100.0%)'}
